Hour,83_GAS,83_Coal
323,4897.0,0.0
324,4897.0,0.0
325,4897.0,0.0
326,4897.0,0.0
327,4897.0,0.0
328,4897.0,0.0
329,4897.0,0.0
330,4897.0,0.0
331,4897.0,0.0
332,4897.0,0.0
333,4897.0,0.0
334,4897.0,0.0
335,4897.0,0.0
336,4897.0,0.0
337,4897.0,0.0
338,4897.0,0.0
339,4897.0,0.0
340,4897.0,0.0
341,4897.0,0.0
342,4897.0,0.0
343,4897.0,0.0
344,4897.0,0.0
345,4897.0,0.0
346,4897.0,0.0
347,4897.0,0.0
348,4897.0,0.0
349,4897.0,0.0
350,4897.0,0.0
351,4897.0,0.0
352,4897.0,0.0
353,4897.0,0.0
354,4897.0,0.0
355,4897.0,0.0
356,4897.0,0.0
357,4897.0,0.0
358,4897.0,0.0
359,4897.0,0.0
360,4897.0,0.0
361,4897.0,0.0
362,4897.0,0.0
363,4897.0,0.0
364,4897.0,0.0
365,4897.0,0.0
366,4897.0,0.0
367,4897.0,0.0
368,4897.0,0.0
369,4897.0,0.0
370,4897.0,0.0
371,4897.0,0.0
372,4897.0,0.0
373,4897.0,0.0
374,4897.0,0.0
375,4897.0,0.0
376,4897.0,0.0
377,4897.0,0.0
378,4897.0,0.0
379,4897.0,0.0
380,4897.0,0.0
381,4897.0,0.0
382,4897.0,0.0
383,4897.0,0.0
384,1456.7535540306126,0.0
385,0.0,0.0
386,0.0,0.0
387,0.0,0.0
388,0.0,0.0
389,0.0,0.0
390,0.0,0.0
391,0.0,0.0
392,2112.6582369928437,0.0
393,0.0,0.0
394,4740.044510432999,0.0
395,3097.8231148669565,0.0
396,4388.392289192838,0.0
397,3912.574956618069,0.0
398,3517.687860994447,0.0
399,2674.4826303419886,0.0
400,3277.664583243417,0.0
401,4114.00749718806,0.0
402,4897.0,0.0
403,4897.0,0.0
404,4897.0,0.0
405,3894.1022962605384,0.0
406,0.0,0.0
407,1275.7551651829672,0.0
408,0.0,0.0
409,0.0,0.0
410,0.0,0.0
411,0.0,0.0
412,0.0,0.0
413,0.0,0.0
414,0.0,0.0
415,0.0,0.0
416,0.0,0.0
417,0.0,0.0
418,0.0,0.0
419,0.0,0.0
420,0.0,0.0
421,0.0,0.0
422,0.0,0.0
423,0.0,0.0
424,0.0,0.0
425,0.0,0.0
426,0.0,0.0
427,0.0,0.0
428,0.0,0.0
429,0.0,0.0
430,0.0,0.0
431,0.0,0.0
432,0.0,0.0
433,0.0,0.0
434,0.0,0.0
435,0.0,0.0
436,0.0,0.0
437,0.0,0.0
438,0.0,0.0
439,0.0,0.0
440,0.0,0.0
441,0.0,0.0
442,0.0,0.0
443,0.0,0.0
444,0.0,0.0
445,0.0,0.0
446,0.0,0.0
447,0.0,0.0
448,0.0,0.0
449,0.0,0.0
450,0.0,0.0
451,0.0,0.0
452,0.0,0.0
453,0.0,0.0
454,0.0,0.0
455,0.0,0.0
456,0.0,0.0
457,0.0,0.0
458,0.0,0.0
459,0.0,0.0
460,0.0,0.0
461,0.0,0.0
462,0.0,0.0
463,0.0,0.0
464,0.0,0.0
465,0.0,0.0
466,0.0,0.0
467,0.0,0.0
468,0.0,0.0
469,0.0,0.0
470,0.0,0.0
471,0.0,0.0
472,0.0,0.0
473,0.0,0.0
474,656.3649285973006,0.0
475,183.18052445831563,0.0
476,355.93814764747367,0.0
477,0.0,0.0
478,0.0,0.0
479,0.0,0.0
480,0.0,0.0
481,0.0,0.0
482,0.0,0.0
483,0.0,0.0
484,0.0,0.0
485,0.0,0.0
486,0.0,0.0
487,0.0,0.0
488,0.0,0.0
489,0.0,0.0
490,0.0,0.0
491,0.0,0.0
492,0.0,0.0
493,0.0,0.0
494,0.0,0.0
495,0.0,0.0
496,0.0,0.0
497,0.0,0.0
498,0.0,0.0
499,0.0,0.0
500,0.0,0.0
501,0.0,0.0
502,0.0,0.0
503,256.0414778312261,0.0
504,0.0,0.0
505,0.0,0.0
506,0.0,0.0
507,0.0,0.0
508,0.0,0.0
509,0.0,0.0
510,2521.7235741863187,0.0
511,4897.0,0.0
512,4897.0,0.0
513,4897.0,0.0
514,4897.0,0.0
515,4897.0,0.0
516,3288.780932961726,0.0
517,2604.2053809973268,0.0
518,4897.0,0.0
519,2934.05495013362,0.0
520,4380.634601534751,0.0
521,4897.0,0.0
522,4897.0,0.0
523,4897.0,0.0
524,4897.0,0.0
525,4897.0,0.0
526,4873.418459775141,0.0
527,4897.0,0.0
528,4897.0,0.0
529,2087.8978663755333,0.0
530,0.0,0.0
531,0.0,0.0
532,725.8312530432898,0.0
533,2906.281840281328,0.0
534,4897.0,0.0
535,4045.1175290937354,0.0
536,4897.0,0.0
537,4897.0,0.0
538,4897.0,0.0
539,4897.0,0.0
540,4897.0,0.0
541,4897.0,0.0
542,4897.0,0.0
543,4897.0,0.0
544,4897.0,0.0
545,4897.0,0.0
546,4897.0,0.0
547,4897.0,0.0
548,4897.0,0.0
549,4897.0,0.0
550,4897.0,0.0
551,4897.0,0.0
552,4897.0,0.0
553,4897.0,0.0
554,4897.0,0.0
555,4897.0,0.0
556,4897.0,0.0
557,4897.0,0.0
558,4897.0,0.0
559,4897.0,0.0
560,4897.0,0.0
561,4897.0,0.0
562,4897.0,0.0
563,4897.0,0.0
564,4897.0,0.0
565,4897.0,0.0
566,4897.0,0.0
567,4897.0,0.0
568,4894.958498925311,0.0
569,4897.0,0.0
570,4897.0,0.0
571,4897.0,0.0
572,4897.0,0.0
573,4897.0,0.0
574,4897.0,0.0
575,4897.0,0.0
576,3933.94320317635,0.0
577,2876.2962979467884,0.0
578,2519.862707321856,0.0
579,3429.5496559859894,0.0
580,3924.153704842749,0.0
581,4897.0,0.0
582,4897.0,0.0
583,4897.0,0.0
584,4897.0,0.0
585,4897.0,0.0
586,4897.0,0.0
587,4897.0,0.0
588,4897.0,0.0
589,4897.0,0.0
590,4897.0,0.0
591,4897.0,0.0
592,4897.0,0.0
593,4552.591799223653,0.0
594,4897.0,0.0
595,3961.384111407253,0.0
596,2553.242815222955,0.0
597,22.622351061138033,0.0
598,0.0,0.0
599,0.0,0.0
600,0.0,0.0
601,0.0,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,0.0,0.0
606,0.0,0.0
607,0.0,0.0
608,0.0,0.0
609,0.0,0.0
610,0.0,0.0
611,0.0,0.0
612,0.0,0.0
613,0.0,0.0
614,0.0,0.0
615,276.15927271325927,0.0
616,3838.067217981938,0.0
617,4897.0,0.0
618,4897.0,0.0
619,4531.61440535088,0.0
620,4892.154042446917,0.0
621,4601.626689580262,0.0
622,3363.2311930805627,0.0
623,682.679472326432,0.0
624,0.0,0.0
625,0.0,0.0
626,0.0,0.0
627,0.0,0.0
628,0.0,0.0
629,0.0,0.0
630,0.0,0.0
631,0.0,0.0
632,0.0,0.0
633,0.0,0.0
634,0.0,0.0
635,0.0,0.0
636,0.0,0.0
637,0.0,0.0
638,0.0,0.0
639,0.0,0.0
640,0.0,0.0
641,0.0,0.0
642,0.0,0.0
643,0.0,0.0
644,0.0,0.0
645,0.0,0.0
646,0.0,0.0
647,0.0,0.0
648,0.0,0.0
649,0.0,0.0
650,0.0,0.0
651,0.0,0.0
652,152.97149742489637,0.0
653,229.99877952715906,0.0
654,513.0651378407383,0.0
655,1998.831623158405,0.0
656,2618.71215433402,0.0
657,2633.8021124187044,0.0
658,2366.233803888496,0.0
659,2188.8552172689456,0.0
660,1592.184585539036,0.0
661,27.926397328680196,0.0
662,0.0,0.0
663,0.0,0.0
664,94.00796361429752,0.0
665,1205.1089285366154,0.0
666,3397.225858820151,0.0
667,4001.46672125881,0.0
668,3788.3887998612263,0.0
669,4528.178277664007,0.0
670,4897.0,0.0
671,4897.0,0.0
672,4897.0,0.0
673,4897.0,0.0
674,4897.0,0.0
675,4897.0,0.0
676,4897.0,0.0
677,4897.0,0.0
678,4897.0,0.0
679,4897.0,0.0
680,4897.0,0.0
681,4897.0,0.0
682,4897.0,0.0
683,4897.0,0.0
684,4897.0,0.0
685,4897.0,0.0
686,4897.0,0.0
687,4897.0,0.0
688,4897.0,0.0
689,4897.0,0.0
690,4897.0,0.0
691,4897.0,0.0
692,4897.0,0.0
693,4897.0,0.0
694,4897.0,0.0
695,4897.0,0.0
696,4897.0,0.0
697,4897.0,0.0
698,4029.2112587962633,0.0
699,4063.8692456224962,0.0
700,4748.005005903771,0.0
701,4897.0,0.0
702,4897.0,0.0
703,4897.0,0.0
704,4897.0,0.0
705,4897.0,0.0
706,4897.0,0.0
707,4897.0,0.0
708,4897.0,0.0
709,4897.0,0.0
710,4897.0,0.0
711,4897.0,0.0
712,4897.0,0.0
713,4897.0,0.0
714,4897.0,0.0
715,4897.0,0.0
716,4897.0,0.0
717,4897.0,0.0
718,4897.0,0.0
719,4897.0,0.0
720,4897.0,0.0
721,4897.0,0.0
722,4897.0,0.0
723,4897.0,0.0
724,4897.0,0.0
725,4897.0,0.0
726,4897.0,0.0
727,4897.0,0.0
728,4897.0,0.0
729,4897.0,0.0
730,4897.0,0.0
731,4897.0,0.0
732,4897.0,0.0
733,4897.0,0.0
734,4897.0,0.0
735,4897.0,0.0
736,4897.0,0.0
737,4897.0,0.0
738,4897.0,0.0
739,4897.0,0.0
740,4897.0,0.0
