Hour,83_GAS,83_Coal
322,4897.0,0.0
323,4897.0,0.0
324,4897.0,0.0
325,4897.0,0.0
326,4897.0,0.0
327,4897.0,0.0
328,4897.0,0.0
329,4897.0,0.0
330,4897.0,0.0
331,4897.0,0.0
332,4897.0,0.0
333,4897.0,0.0
334,4897.0,0.0
335,4897.0,0.0
336,4897.0,0.0
337,4897.0,0.0
338,4897.0,0.0
339,4897.0,0.0
340,4897.0,0.0
341,4897.0,0.0
342,4897.0,0.0
343,4897.0,0.0
344,4897.0,0.0
345,4897.0,0.0
346,4897.0,0.0
347,4897.0,0.0
348,4897.0,0.0
349,4897.0,0.0
350,4897.0,0.0
351,4897.0,0.0
352,4897.0,0.0
353,4897.0,0.0
354,4897.0,0.0
355,4897.0,0.0
356,4897.0,0.0
357,4897.0,0.0
358,4897.0,0.0
359,4897.0,0.0
360,4710.883755304538,0.0
361,4897.0,0.0
362,4897.0,0.0
363,4897.0,0.0
364,4897.0,0.0
365,4897.0,0.0
366,4897.0,0.0
367,4897.0,0.0
368,4897.0,0.0
369,4897.0,0.0
370,4897.0,0.0
371,4897.0,0.0
372,4897.0,0.0
373,4897.0,0.0
374,4897.0,0.0
375,4897.0,0.0
376,4897.0,0.0
377,4897.0,0.0
378,4897.0,0.0
379,4897.0,0.0
380,4897.0,0.0
381,4897.0,0.0
382,4897.0,0.0
383,4844.964014132438,0.0
384,1090.4999633108164,0.0
385,0.0,0.0
386,0.0,0.0
387,0.0,0.0
388,0.0,0.0
389,0.0,0.0
390,0.0,0.0
391,0.0,0.0
392,1651.8731544336372,0.0
393,0.0,0.0
394,4220.145353607841,0.0
395,4583.38703476088,0.0
396,3884.4910817055747,0.0
397,3407.0538633989822,0.0
398,3009.9968639157346,0.0
399,2200.9696445456957,0.0
400,2902.0068300416133,0.0
401,1367.4273728565597,0.0
402,4897.0,0.0
403,4897.0,0.0
404,4897.0,0.0
405,0.0,0.0
406,0.0,0.0
407,0.0,0.0
408,0.0,0.0
409,0.0,0.0
410,0.0,0.0
411,0.0,0.0
412,0.0,0.0
413,0.0,0.0
414,0.0,0.0
415,0.0,0.0
416,0.0,0.0
417,0.0,0.0
418,0.0,0.0
419,0.0,0.0
420,0.0,0.0
421,0.0,0.0
422,0.0,0.0
423,0.0,0.0
424,0.0,0.0
425,0.0,0.0
426,0.0,0.0
427,0.0,0.0
428,0.0,0.0
429,0.0,0.0
430,0.0,0.0
431,0.0,0.0
432,0.0,0.0
433,0.0,0.0
434,0.0,0.0
435,0.0,0.0
436,0.0,0.0
437,0.0,0.0
438,0.0,0.0
439,0.0,0.0
440,0.0,0.0
441,0.0,0.0
442,0.0,0.0
443,0.0,0.0
444,0.0,0.0
445,0.0,0.0
446,0.0,0.0
447,0.0,0.0
448,0.0,0.0
449,0.0,0.0
450,0.0,0.0
451,0.0,0.0
452,0.0,0.0
453,0.0,0.0
454,0.0,0.0
455,0.0,0.0
456,0.0,0.0
457,0.0,0.0
458,0.0,0.0
459,0.0,0.0
460,0.0,0.0
461,0.0,0.0
462,0.0,0.0
463,0.0,0.0
464,0.0,0.0
465,0.0,0.0
466,0.0,0.0
467,0.0,0.0
468,0.0,0.0
469,0.0,0.0
470,0.0,0.0
471,0.0,0.0
472,0.0,0.0
473,0.0,0.0
474,0.0,0.0
475,0.0,0.0
476,0.0,0.0
477,0.0,0.0
478,0.0,0.0
479,0.0,0.0
480,0.0,0.0
481,0.0,0.0
482,0.0,0.0
483,0.0,0.0
484,0.0,0.0
485,0.0,0.0
486,0.0,0.0
487,0.0,0.0
488,0.0,0.0
489,0.0,0.0
490,0.0,0.0
491,0.0,0.0
492,0.0,0.0
493,0.0,0.0
494,0.0,0.0
495,0.0,0.0
496,0.0,0.0
497,0.0,0.0
498,0.0,0.0
499,0.0,0.0
500,0.0,0.0
501,0.0,0.0
502,0.0,0.0
503,0.0,0.0
504,0.0,0.0
505,0.0,0.0
506,0.0,0.0
507,0.0,0.0
508,0.0,0.0
509,0.0,0.0
510,2215.4734913732136,0.0
511,4897.0,0.0
512,4897.0,0.0
513,4897.0,0.0
514,4897.0,0.0
515,4897.0,0.0
516,3964.826383136097,0.0
517,2207.814444397219,0.0
518,3067.751752483056,0.0
519,3579.4817749715844,0.0
520,4031.859256476645,0.0
521,4897.0,0.0
522,4897.0,0.0
523,4897.0,0.0
524,4897.0,0.0
525,4773.503611028285,0.0
526,4541.347340458284,0.0
527,1615.0247194822769,0.0
528,382.46249951300706,0.0
529,2881.8440143340813,0.0
530,0.0,0.0
531,0.0,0.0
532,272.7215365502343,0.0
533,2595.3597939887964,0.0
534,572.9362640520194,0.0
535,3588.764882974546,0.0
536,4897.0,0.0
537,4897.0,0.0
538,4897.0,0.0
539,4897.0,0.0
540,4897.0,0.0
541,4897.0,0.0
542,4897.0,0.0
543,4897.0,0.0
544,4897.0,0.0
545,4897.0,0.0
546,4897.0,0.0
547,4897.0,0.0
548,4897.0,0.0
549,4897.0,0.0
550,4897.0,0.0
551,4897.0,0.0
552,4897.0,0.0
553,4897.0,0.0
554,4897.0,0.0
555,4897.0,0.0
556,4897.0,0.0
557,4897.0,0.0
558,4897.0,0.0
559,4897.0,0.0
560,4897.0,0.0
561,4897.0,0.0
562,4897.0,0.0
563,4897.0,0.0
564,4897.0,0.0
565,4897.0,0.0
566,4897.0,0.0
567,4897.0,0.0
568,4490.935403018399,0.0
569,4897.0,0.0
570,3193.5879093858493,0.0
571,3809.565958404837,0.0
572,3252.8975960347234,0.0
573,4897.0,0.0
574,4897.0,0.0
575,341.6945584109526,0.0
576,3650.073653616473,0.0
577,2588.900768626365,0.0
578,1629.132169913286,0.0
579,3589.0127036513804,0.0
580,0.0,0.0
581,4690.965809015386,0.0
582,3351.5215464031694,0.0
583,4897.0,0.0
584,4897.0,0.0
585,4897.0,0.0
586,4897.0,0.0
587,4897.0,0.0
588,4897.0,0.0
589,4897.0,0.0
590,4897.0,0.0
591,4897.0,0.0
592,4446.123645478125,0.0
593,4025.9425615149,0.0
594,4503.328427458357,0.0
595,3601.9553287172967,0.0
596,2198.4107920386014,0.0
597,0.0,0.0
598,0.0,0.0
599,0.0,0.0
600,0.0,0.0
601,0.0,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,0.0,0.0
606,0.0,0.0
607,0.0,0.0
608,0.0,0.0
609,0.0,0.0
610,0.0,0.0
611,0.0,0.0
612,0.0,0.0
613,0.0,0.0
614,4041.3190472587994,0.0
615,579.5911658358109,0.0
616,3400.7639839489375,0.0
617,4271.440778358971,0.0
618,4472.301251139794,0.0
619,4757.64018454255,0.0
620,4524.552067300978,0.0
621,3892.5772165942362,0.0
622,4897.0,0.0
623,0.0,0.0
624,0.0,0.0
625,0.0,0.0
626,519.7906442799967,0.0
627,0.0,0.0
628,0.0,0.0
629,0.0,0.0
630,0.0,0.0
631,0.0,0.0
632,2316.0955213231573,0.0
633,982.310680815775,0.0
634,0.0,0.0
635,0.0,0.0
636,0.0,0.0
637,0.0,0.0
638,0.0,0.0
639,0.0,0.0
640,0.0,0.0
641,0.0,0.0
642,0.0,0.0
643,0.0,0.0
644,0.0,0.0
645,0.0,0.0
646,0.0,0.0
647,0.0,0.0
648,0.0,0.0
649,0.0,0.0
650,2204.5904083773003,0.0
651,3542.067752129591,0.0
652,451.4750614847615,0.0
653,0.0,0.0
654,131.63347887860436,0.0
655,1664.192855774,0.0
656,2237.331124358744,0.0
657,2214.1185499327976,0.0
658,1942.4870007603067,0.0
659,1737.4603795160501,0.0
660,1159.0976989187297,0.0
661,0.0,0.0
662,0.0,0.0
663,0.0,0.0
664,0.0,0.0
665,880.188189863592,0.0
666,3048.8552237536314,0.0
667,3644.498246034509,0.0
668,3441.8675597220245,0.0
669,4199.264676905339,0.0
670,4897.0,0.0
671,4897.0,0.0
672,4897.0,0.0
673,4897.0,0.0
674,4897.0,0.0
675,4897.0,0.0
676,4247.637588766205,0.0
677,3293.6266635891875,0.0
678,2651.722156925134,0.0
679,4815.796582912684,0.0
680,4243.187000084337,0.0
681,4897.0,0.0
682,4636.525318551785,0.0
683,4897.0,0.0
684,4897.0,0.0
685,4897.0,0.0
686,4897.0,0.0
687,4897.0,0.0
688,4897.0,0.0
689,4897.0,0.0
690,4897.0,0.0
691,4897.0,0.0
692,4897.0,0.0
693,4897.0,0.0
694,4897.0,0.0
695,4897.0,0.0
696,4897.0,0.0
697,4897.0,0.0
698,4524.804195972425,0.0
699,4215.765151670119,0.0
700,4897.0,0.0
701,4897.0,0.0
702,4897.0,0.0
703,4897.0,0.0
704,4897.0,0.0
705,4897.0,0.0
706,4897.0,0.0
707,4897.0,0.0
708,4897.0,0.0
709,4897.0,0.0
710,4897.0,0.0
711,4897.0,0.0
712,4897.0,0.0
713,4897.0,0.0
714,4897.0,0.0
715,4897.0,0.0
716,4897.0,0.0
717,4897.0,0.0
718,4897.0,0.0
719,4897.0,0.0
720,4897.0,0.0
721,4897.0,0.0
722,4897.0,0.0
723,4897.0,0.0
724,4897.0,0.0
725,4897.0,0.0
726,4897.0,0.0
727,4897.0,0.0
728,4897.0,0.0
729,4897.0,0.0
730,4897.0,0.0
731,4897.0,0.0
732,4897.0,0.0
733,4897.0,0.0
734,4897.0,0.0
735,4897.0,0.0
736,4897.0,0.0
737,4897.0,0.0
738,4897.0,0.0
739,4897.0,0.0
740,4897.0,0.0
